block,instance,n,n_sweeps,p_s,deg_mean,coupling,b_accum,e_accum_fJ,e_accum_provenance,synapse_on,synapse_pJ_per_update,k,n_par,share,rail_vt,platform,e_update_pJ,tts_s,energy_J,energy_ratio_vs_cmos,tts_ratio_vs_cmos
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,1.0,10.0,sMTJ-array-e2e,11.060388335307524,0.006745009339066011,0.0003527405543442584,2.212077667061505,2.6030000000000006
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,1.0,10.0,cmos-pbit,5.0,0.002591244463721095,0.00015946119776745197,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,1.0,10.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,200.00000000000006,0.06153846153846154
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,1.0,10.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,791892.0799915212,1740.4221538275192
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,1.0,10.0,sMTJ-array,18.365426459999995,0.0003886866695581642,0.000585714580164331,0.8132618738969648,0.15
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,1.0,10.0,sMTJ-array-e2e,28.642814795307523,0.006745009339066011,0.0009134835109382064,1.2683674558197822,2.6030000000000006
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,1.0,10.0,cmos-pbit,22.582426459999994,0.002591244463721095,0.0007202041543613999,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,1.0,10.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,44.282221034630155,0.06153846153846154
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,1.0,10.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,175333.7006087878,1740.4221538275192
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,4.0,4.0,sMTJ-array,0.783,0.0003886866695581642,2.4971623570382984e-05,0.15660000000000002,0.15
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,4.0,4.0,sMTJ-array-e2e,5.491,0.020761050643333414,0.00017512028738821578,1.0982,8.012
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,4.0,4.0,cmos-pbit,5.0,0.002591244463721095,0.00015946119776745197,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,4.0,4.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,200.00000000000006,0.06153846153846154
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,4.0,4.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,791892.0799915212,1740.4221538275192
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,4.0,4.0,sMTJ-array,18.365426459999995,0.0003886866695581642,0.000585714580164331,0.8132618738969648,0.15
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,4.0,4.0,sMTJ-array-e2e,23.073426459999997,0.020761050643333414,0.0007358632439821637,1.0217425705280034,8.012
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,4.0,4.0,cmos-pbit,22.582426459999994,0.002591244463721095,0.0007202041543613999,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,4.0,4.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,44.282221034630155,0.06153846153846154
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,4.0,4.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,175333.7006087878,1740.4221538275192
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,4.0,10.0,sMTJ-array,0.783,0.0003886866695581642,2.4971623570382984e-05,0.15660000000000002,0.15
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,4.0,10.0,sMTJ-array-e2e,5.5093470838268805,0.020761050643333414,0.0001757054169807306,1.1018694167653762,8.012
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,4.0,10.0,cmos-pbit,5.0,0.002591244463721095,0.00015946119776745197,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,4.0,10.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,200.00000000000006,0.06153846153846154
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,4.0,10.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,791892.0799915212,1740.4221538275192
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,4.0,10.0,sMTJ-array,18.365426459999995,0.0003886866695581642,0.000585714580164331,0.8132618738969648,0.15
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,4.0,10.0,sMTJ-array-e2e,23.091773543826875,0.020761050643333414,0.0007364483735746786,1.0225550201493663,8.012
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,4.0,10.0,cmos-pbit,22.582426459999994,0.002591244463721095,0.0007202041543613999,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,4.0,10.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,44.282221034630155,0.06153846153846154
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,4.0,10.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,175333.7006087878,1740.4221538275192
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,16.0,4.0,sMTJ-array,0.783,0.0003886866695581642,2.4971623570382984e-05,0.15660000000000002,0.15
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,16.0,4.0,sMTJ-array-e2e,4.116999999999999,0.07682521586040303,0.00013130035024171995,0.8234,29.648000000000003
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,16.0,4.0,cmos-pbit,5.0,0.002591244463721095,0.00015946119776745197,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,16.0,4.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,200.00000000000006,0.06153846153846154
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,16.0,4.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,791892.0799915212,1740.4221538275192
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,16.0,4.0,sMTJ-array,18.365426459999995,0.0003886866695581642,0.000585714580164331,0.8132618738969648,0.15
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,16.0,4.0,sMTJ-array-e2e,21.699426459999998,0.07682521586040303,0.0006920433068356679,0.9608987988264217,29.648000000000003
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,16.0,4.0,cmos-pbit,22.582426459999994,0.002591244463721095,0.0007202041543613999,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,16.0,4.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,44.282221034630155,0.06153846153846154
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,16.0,4.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,175333.7006087878,1740.4221538275192
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,16.0,10.0,sMTJ-array,0.783,0.0003886866695581642,2.4971623570382984e-05,0.15660000000000002,0.15
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,16.0,10.0,sMTJ-array-e2e,4.1215867709567195,0.07682521586040303,0.00013144663263984864,0.8243173541913439,29.648000000000003
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,16.0,10.0,cmos-pbit,5.0,0.002591244463721095,0.00015946119776745197,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,16.0,10.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,200.00000000000006,0.06153846153846154
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,64,16.0,10.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,791892.0799915212,1740.4221538275192
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,16.0,10.0,sMTJ-array,18.365426459999995,0.0003886866695581642,0.000585714580164331,0.8132618738969648,0.15
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,16.0,10.0,sMTJ-array-e2e,21.704013230956715,0.07682521586040303,0.0006921895892337966,0.9611019112317624,29.648000000000003
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,16.0,10.0,cmos-pbit,22.582426459999994,0.002591244463721095,0.0007202041543613999,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,16.0,10.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,44.282221034630155,0.06153846153846154
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,64,16.0,10.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,175333.7006087878,1740.4221538275192
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,1.0,4.0,sMTJ-array,0.783,0.00011959589832558899,2.4971623570382984e-05,0.15660000000000002,0.15
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,1.0,4.0,sMTJ-array-e2e,10.986999999999998,0.0020753874889433877,0.000350400035974199,2.1974,2.603
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,1.0,4.0,cmos-pbit,5.0,0.0007973059888372599,0.00015946119776745197,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,1.0,4.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,200.00000000000006,0.20000000000000004
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,1.0,4.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,791892.0799915212,5656.371999939438
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,1.0,4.0,sMTJ-array,18.365426459999995,0.00011959589832558899,0.000585714580164331,0.8132618738969648,0.15
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,1.0,4.0,sMTJ-array-e2e,28.569426459999995,0.0020753874889433877,0.0009111429925681469,1.2651176573343308,2.603
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,1.0,4.0,cmos-pbit,22.582426459999994,0.0007973059888372599,0.0007202041543613999,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,1.0,4.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,44.282221034630155,0.20000000000000004
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,1.0,4.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,175333.7006087878,5656.371999939438
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,1.0,10.0,sMTJ-array,0.783,0.00011959589832558899,2.4971623570382984e-05,0.15660000000000002,0.15
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,1.0,10.0,sMTJ-array-e2e,11.060388335307524,0.0020753874889433877,0.0003527405543442584,2.212077667061505,2.603
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,1.0,10.0,cmos-pbit,5.0,0.0007973059888372599,0.00015946119776745197,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,1.0,10.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,200.00000000000006,0.20000000000000004
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,1.0,10.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,791892.0799915212,5656.371999939438
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,1.0,10.0,sMTJ-array,18.365426459999995,0.00011959589832558899,0.000585714580164331,0.8132618738969648,0.15
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,1.0,10.0,sMTJ-array-e2e,28.642814795307523,0.0020753874889433877,0.0009134835109382064,1.2683674558197822,2.603
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,1.0,10.0,cmos-pbit,22.582426459999994,0.0007973059888372599,0.0007202041543613999,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,1.0,10.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,44.282221034630155,0.20000000000000004
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,1.0,10.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,175333.7006087878,5656.371999939438
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,4.0,4.0,sMTJ-array,0.783,0.00011959589832558899,2.4971623570382984e-05,0.15660000000000002,0.15
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,4.0,4.0,sMTJ-array-e2e,5.491,0.006388015582564127,0.00017512028738821578,1.0982,8.012
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,4.0,4.0,cmos-pbit,5.0,0.0007973059888372599,0.00015946119776745197,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,4.0,4.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,200.00000000000006,0.20000000000000004
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,4.0,4.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,791892.0799915212,5656.371999939438
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,4.0,4.0,sMTJ-array,18.365426459999995,0.00011959589832558899,0.000585714580164331,0.8132618738969648,0.15
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,4.0,4.0,sMTJ-array-e2e,23.073426459999997,0.006388015582564127,0.0007358632439821637,1.0217425705280034,8.012
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,4.0,4.0,cmos-pbit,22.582426459999994,0.0007973059888372599,0.0007202041543613999,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,4.0,4.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,44.282221034630155,0.20000000000000004
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,4.0,4.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,175333.7006087878,5656.371999939438
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,4.0,10.0,sMTJ-array,0.783,0.00011959589832558899,2.4971623570382984e-05,0.15660000000000002,0.15
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,4.0,10.0,sMTJ-array-e2e,5.5093470838268805,0.006388015582564127,0.0001757054169807306,1.1018694167653762,8.012
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,4.0,10.0,cmos-pbit,5.0,0.0007973059888372599,0.00015946119776745197,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,4.0,10.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,200.00000000000006,0.20000000000000004
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,4.0,10.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,791892.0799915212,5656.371999939438
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,4.0,10.0,sMTJ-array,18.365426459999995,0.00011959589832558899,0.000585714580164331,0.8132618738969648,0.15
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,4.0,10.0,sMTJ-array-e2e,23.091773543826875,0.006388015582564127,0.0007364483735746786,1.0225550201493663,8.012
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,4.0,10.0,cmos-pbit,22.582426459999994,0.0007973059888372599,0.0007202041543613999,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,4.0,10.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,44.282221034630155,0.20000000000000004
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,4.0,10.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,175333.7006087878,5656.371999939438
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,16.0,4.0,sMTJ-array,0.783,0.00011959589832558899,2.4971623570382984e-05,0.15660000000000002,0.15
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,16.0,4.0,sMTJ-array-e2e,4.116999999999999,0.023638527957047083,0.00013130035024171995,0.8234,29.648000000000003
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,16.0,4.0,cmos-pbit,5.0,0.0007973059888372599,0.00015946119776745197,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,16.0,4.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,200.00000000000006,0.20000000000000004
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,16.0,4.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,791892.0799915212,5656.371999939438
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,16.0,4.0,sMTJ-array,18.365426459999995,0.00011959589832558899,0.000585714580164331,0.8132618738969648,0.15
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,16.0,4.0,sMTJ-array-e2e,21.699426459999998,0.023638527957047083,0.0006920433068356679,0.9608987988264217,29.648000000000003
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,16.0,4.0,cmos-pbit,22.582426459999994,0.0007973059888372599,0.0007202041543613999,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,16.0,4.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,44.282221034630155,0.20000000000000004
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,16.0,4.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,175333.7006087878,5656.371999939438
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,16.0,10.0,sMTJ-array,0.783,0.00011959589832558899,2.4971623570382984e-05,0.15660000000000002,0.15
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,16.0,10.0,sMTJ-array-e2e,4.1215867709567195,0.023638527957047083,0.00013144663263984864,0.8243173541913439,29.648000000000003
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,16.0,10.0,cmos-pbit,5.0,0.0007973059888372599,0.00015946119776745197,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,16.0,10.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,200.00000000000006,0.20000000000000004
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,2,256,16.0,10.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,791892.0799915212,5656.371999939438
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,16.0,10.0,sMTJ-array,18.365426459999995,0.00011959589832558899,0.000585714580164331,0.8132618738969648,0.15
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,16.0,10.0,sMTJ-array-e2e,21.704013230956715,0.023638527957047083,0.0006921895892337966,0.9611019112317624,29.648000000000003
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,16.0,10.0,cmos-pbit,22.582426459999994,0.0007973059888372599,0.0007202041543613999,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,16.0,10.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,44.282221034630155,0.20000000000000004
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,2,256,16.0,10.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,175333.7006087878,5656.371999939438
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,3,16,1.0,4.0,sMTJ-array,0.783,0.0014949487290698623,2.4971623570382984e-05,0.15660000000000002,0.15
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,3,16,1.0,4.0,sMTJ-array-e2e,14.675,0.0279356085838855,0.0004680186154474716,2.935,2.8030000000000004
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,3,16,1.0,4.0,cmos-pbit,5.0,0.00996632486046575,0.00015946119776745197,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,3,16,1.0,4.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,200.00000000000006,0.016
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,0,0.0,3,16,1.0,4.0,cpu-numba,3959460.399957606,4.509859270643103,126.27605957800687,791892.0799915212,452.50975999515504
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,3,16,1.0,4.0,sMTJ-array,18.365426459999995,0.0014949487290698623,0.000585714580164331,0.8132618738969648,0.15
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,3,16,1.0,4.0,sMTJ-array-e2e,32.25742646,0.0279356085838855,0.0010287615720414197,1.428430488510047,2.8030000000000004
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,3,16,1.0,4.0,cmos-pbit,22.582426459999994,0.00996632486046575,0.0007202041543613999,1.0,1.0
grid,G1,800,10000,0.685,47.94,count_core,8,366.76,MEASURED,1,17.5824,3,16,1.0,4.0,fpga-sbm,1000.0000000000001,0.000159461197767452,0.0318922395534904,44.282221034630155,0.016
